task_id,task_name,status,data_window_days,posts_start,posts_end,likes_start,likes_end,max_liking_users,max_likes_per_user,negative_posts_sample,min_likes_per_user,memory_peak_gb,memory_estimated_peak_gb,memory_start_gb,memory_end_gb,memory_growth_gb,memory_estimate_accuracy_pct,output_likes,output_posts,embedding_dim,likes_initial,likes_final,users_initial,users_final,users_eligible,users_sampled,likes_after_user_sample,likes_after_cap,likes_final_pre_join,users_final_pre_join,retention_users_pct,retention_likes_pct,likes_per_user_mean,likes_per_user_median,likes_per_user_max,likes_per_user_p90,likes_per_user_p99,posts_total,posts_liked,posts_random_sample,posts_match_rate
8463979b9d8d45b9a9ac8e296459efa3,11_7d_10ku_500l_50kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,10000,500,50000,2,27.339553833007812,8.492411001585424,0.7344779968261719,27.339553833007812,26.60507583618164,321.9292357365166,267850.0,218553.0,384.0,48682613.0,267850.0,1635829.0,8940.0,1323106.0,10000.0,372212.0,372212.0,372212.0,10000.0,0.5465118909128033,0.5501964325538565,37.2212,9.0,10888.0,83.0,432.08000000000175,21080790.0,169264.0,50000.0,73.42161995688328
7325b5968bdb4dd6965c91ea94e1a9de,12_7d_10ku_500l_100kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,10000,500,100000,2,27.640308380126953,8.773404529318213,0.7352752685546875,27.640308380126953,26.905033111572266,315.04655105963633,266270.0,265019.0,384.0,48682613.0,266270.0,1635829.0,8887.0,1323106.0,10000.0,375695.0,375695.0,375695.0,10000.0,0.543271943461083,0.5469509206500481,37.5695,10.0,3266.0,84.0,447.0,21080790.0,166509.0,100000.0,71.85598508583413
e31798d284014488a1691a00a0cac343,13_7d_50ku_100l_10kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,50000,100,10000,2,30.682476043701172,9.849044081754982,0.7345848083496094,30.682476043701172,29.947891235351562,311.5274516898489,1280174.0,581579.0,384.0,48682613.0,1280174.0,1635829.0,44536.0,1323106.0,50000.0,1793455.0,1793455.0,1793455.0,50000.0,2.7225339567888818,2.6296328835101765,35.8691,9.0,7477.0,82.0,421.01000000000204,21080790.0,572051.0,10000.0,70.62061592476365
903530fac3614a3cb4f617d3e846ee89,14_7d_50ku_100l_50kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,50000,100,50000,2,31.06232452392578,10.004906403832138,0.7346382141113281,31.06232452392578,30.327686309814453,310.47091567021664,1323007.0,642702.0,384.0,48682613.0,1323007.0,1635829.0,44715.0,1323106.0,50000.0,1859604.0,1859604.0,1859604.0,50000.0,2.733476420823937,2.717617067925257,37.19208,10.0,7800.0,83.09999999999854,433.01000000000204,21080790.0,595320.0,50000.0,70.07590025613982
4418c706593e4cf6854194a502a2578c,15_7d_50ku_100l_100kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,50000,100,100000,2,31.643569946289062,10.406499118544161,0.7353019714355469,31.643569946289062,30.908267974853516,304.0750744878351,1286979.0,670244.0,384.0,48682613.0,1286979.0,1635829.0,44528.0,1323106.0,50000.0,1797736.0,1797736.0,1797736.0,50000.0,2.7220449081169242,2.643611180032592,35.95472,9.0,5059.0,81.0,421.0,21080790.0,575307.0,100000.0,70.79908588699604
0f7acf9d532b48f1a9cbf9991eada591,16_7d_100ku_100l_10kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,100000,100,10000,2,30.23086166381836,12.061300124041736,0.7343788146972656,30.23086166381836,29.496482849121094,250.64347419362625,1192915.0,578941.0,384.0,48682613.0,1192915.0,1635829.0,68015.0,1323106.0,100000.0,3683111.0,1694554.0,1679441.0,78095.0,4.15783067790093,2.4503922991972513,36.83111,9.0,16536.0,84.0,431.0,21080790.0,569433.0,10000.0,70.31260997284713
34279d5a20ec4def892551cc87702f23,17_7d_100ku_100l_50kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,100000,100,50000,2,17.905445098876953,12.430906489491463,0.7357330322265625,17.905445098876953,17.16971206665039,144.03973768134628,0.0,50000.0,384.0,48682613.0,0.0,1635829.0,0.0,1323106.0,100000.0,3607093.0,1.0,0.0,0.0,0.0,0.0,36.07093,9.0,16536.0,82.0,423.0,21080790.0,0.0,50000.0,0.0
eab8a614e60241238cb2cde14e7ad08c,18_7d_100ku_100l_100kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,100000,100,100000,2,31.077411651611328,12.18367525935173,0.7343635559082031,31.077411651611328,30.343048095703125,255.07419551220784,1176079.0,656652.0,384.0,48682613.0,1176079.0,1635829.0,67861.0,1323106.0,100000.0,3640792.0,1673607.0,1658354.0,78115.0,4.148416490965743,2.4158091103285684,36.40792,9.0,19258.0,83.0,421.0,21080790.0,561499.0,100000.0,70.23285077087414
08993200f65e4c9ea04b05d32e50f073,19_14d_10ku_500l_10kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,10000,500,10000,2,44.39653778076172,7.910628619603813,0.7341804504394531,44.39653778076172,43.662357330322266,561.2264197403977,498020.0,334054.0,384.0,136957557.0,498020.0,2366095.0,9017.0,1966911.0,10000.0,687233.0,687233.0,687233.0,10000.0,0.38109205251691075,0.36363090209034615,68.7233,13.0,7572.0,155.0,862.0,39356939.0,324170.0,10000.0,74.94411037824617
ee3289122d1848cbb6cb8974e3bade51,20_14d_10ku_500l_50kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,10000,500,50000,2,44.985374450683594,8.147667427547276,0.7344856262207031,44.985374450683594,44.25088882446289,552.1258059526089,536847.0,405103.0,384.0,136957557.0,536847.0,2366095.0,9021.0,1966911.0,10000.0,730694.0,730694.0,730694.0,10000.0,0.3812611074365146,0.39198056080979893,73.0694,13.0,19174.0,152.0,969.0,39356939.0,355657.0,50000.0,76.41274315596787
e78fbca2775146cdbab86b4d24bada01,21_14d_10ku_500l_100kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,10000,500,100000,2,45.459041595458984,8.42093149293214,0.73468017578125,45.459041595458984,44.724361419677734,539.8338845721959,505354.0,425077.0,384.0,136957557.0,505354.0,2366095.0,9047.0,1966911.0,10000.0,693699.0,693699.0,693699.0,10000.0,0.38235996441393943,0.36898584573905624,69.3699,13.0,7789.0,157.0,906.0400000000009,39356939.0,326203.0,100000.0,75.4507458267702
14c43915ab764323a7de7cbc5bb99c7b,22_14d_50ku_100l_10kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,50000,100,10000,2,27.835121154785156,9.420249100774527,0.7343521118164062,27.835121154785156,27.10076904296875,295.48179519474246,0.0,10000.0,384.0,136957557.0,0.0,2366095.0,0.0,1966911.0,50000.0,3489970.0,1.0,0.0,0.0,0.0,0.0,69.7994,13.0,22781.0,155.0,935.0300000000061,39356939.0,0.0,10000.0,0.0
0cc6fcf414904e4fa69d49a72d3cb984,23_14d_50ku_100l_50kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,50000,100,50000,2,45.68490982055664,9.570718181319535,0.7344779968261719,45.68490982055664,44.95043182373047,477.340456118811,694125.0,503571.0,384.0,136957557.0,694125.0,2366095.0,30308.0,1966911.0,50000.0,3429757.0,967141.0,958495.0,34697.0,1.2809291258381426,0.5068175975130748,68.59514,12.0,7353.0,153.0,929.010000000002,39356939.0,454359.0,50000.0,75.02960006473208
3742ce59cfc24bbf84f40dd5d08b3e4a,24_14d_50ku_100l_100kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,50000,100,100000,2,39.438026428222656,9.948047623969615,0.7353515625,39.438026428222656,38.702674865722656,396.4398635687826,2.0,100004.0,384.0,136957557.0,2.0,2366095.0,1.0,1966911.0,50000.0,3461865.0,104.0,6.0,3.0,4.226372990095495e-05,1.4603064217916797e-06,69.2373,12.0,8479.0,150.0,953.010000000002,39356939.0,4.0,100000.0,66.66666666666667
a6eca8019e87488e8f8f5a3a9a6a6bbb,25_21d_10ku_500l_10kn,completed,21,2026-01-01,2026-01-22,2026-01-01,2026-01-22,10000,500,10000,2,50.78383255004883,7.074046663939953,0.7344436645507812,50.78383255004883,50.04938888549805,717.8894197704419,532870.0,368829.0,384.0,172152261.0,532870.0,2582896.0,8640.0,2149372.0,10000.0,821310.0,821310.0,821310.0,10000.0,0.3345082419114049,0.30953412804726393,82.131,13.0,7303.0,177.0,1142.0700000000015,42848006.0,358932.0,10000.0,66.72330236959071
e2fec915211b470cbc1bb471b83172ce,26_21d_10ku_500l_50kn,completed,21,2026-01-01,2026-01-22,2026-01-01,2026-01-22,10000,500,50000,2,50.80674362182617,7.385474514216185,0.7348480224609375,50.80674362182617,50.071895599365234,687.9279526864397,496518.0,387163.0,384.0,172152261.0,496518.0,2582896.0,8657.0,2149372.0,10000.0,769596.0,769596.0,769596.0,10000.0,0.33516641785035095,0.2884179371887541,76.9596,13.0,32439.0,171.0,940.0300000000007,42848006.0,337669.0,50000.0,66.28303905306859
c14f01420f3c4899b9ee856a6f59a683,27_21d_10ku_500l_100kn,completed,21,2026-01-01,2026-01-22,2026-01-01,2026-01-22,10000,500,100000,2,50.91683578491211,7.76333521027118,0.7351951599121094,50.91683578491211,50.181640625,655.86290435517,369297.0,359915.0,384.0,172152261.0,369297.0,2582896.0,7923.0,2149372.0,10000.0,777907.0,569436.0,568789.0,9263.0,0.30674870378056257,0.21451765887640592,77.7907,13.0,8755.0,176.0,1047.0700000000015,42848006.0,260653.0,100000.0,66.86307656394695
bc8c408059594090bfd703b62780ecad,28_21d_50ku_100l_10kn,completed,21,2026-01-01,2026-01-22,2026-01-01,2026-01-22,50000,100,10000,2,52.063926696777344,9.01402004249394,0.7347068786621094,52.063926696777344,51.329219818115234,577.58831743592,749125.0,532024.0,384.0,172152261.0,749125.0,2582896.0,28926.0,2149372.0,50000.0,4285539.0,1162789.0,1154430.0,34713.0,1.1199057182325576,0.435152576938853,85.71078,13.0,253606.0,178.0,1080.0,42848006.0,522154.0,10000.0,66.6911895246525
fdc5d5aa107a42828c6f10cd792ec717,29_21d_50ku_100l_50kn,completed,21,2026-01-01,2026-01-22,2026-01-01,2026-01-22,50000,100,50000,2,55.79098892211914,9.084560619667172,0.7352294921875,55.79098892211914,55.05575942993164,614.1297444957017,1327911.0,864999.0,384.0,172152261.0,1327911.0,2582896.0,35178.0,2149372.0,50000.0,4179139.0,2057501.0,2051357.0,41547.0,1.3619595988378936,0.771358442977406,83.58278,13.0,253606.0,173.0,1074.0,42848006.0,816262.0,50000.0,65.7872594216448
1c08f75dde77448bbc2bbbc228c073fc,30_21d_50ku_100l_100kn,completed,21,2026-01-01,2026-01-22,2026-01-01,2026-01-22,50000,100,100000,2,56.19849395751953,9.642691846936941,0.7342109680175781,56.19849395751953,55.46428298950195,582.8091869945146,1317956.0,887506.0,384.0,172152261.0,1317956.0,2582896.0,35439.0,2149372.0,50000.0,4123184.0,2029192.0,2023174.0,41593.0,1.3720645353123007,0.7655757713225736,82.46368,13.0,32439.0,179.0,1150.010000000002,42848006.0,789913.0,100000.0,66.37528349148916
814b83970016406d97a8f1fc26d29bde,31_14d_100ku_100l_10kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,100000,100,10000,2,51.67937088012695,11.411852849647403,0.7342300415039062,51.67937088012695,50.94514083862305,452.8569686361117,1657033.0,928345.0,384.0,136957557.0,1657033.0,2366095.0,64058.0,1966911.0,100000.0,6951154.0,2306701.0,2290621.0,73228.0,2.7073300099953723,1.209887965510366,69.51154,12.0,42879.0,152.0,935.0,39356939.0,918667.0,10000.0,73.96948679258652
96cf0460848b442dacc13e21409821ee,32_14d_100ku_100l_50kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,100000,100,50000,2,51.489898681640625,11.675355156883597,0.7355384826660156,51.489898681640625,50.75436019897461,441.01355367577855,1628610.0,948274.0,384.0,136957557.0,1628610.0,2366095.0,64158.0,1966911.0,100000.0,6871512.0,2260100.0,2244027.0,73364.0,2.7115563829854676,1.1891348207970736,68.71512,13.0,11075.0,153.0,912.0099999999948,39356939.0,899845.0,50000.0,74.36053386838067
4070465485a64296b66f7bfbacb1ec54,33_14d_100ku_100l_100kn,completed,14,2026-01-01,2026-01-15,2026-01-01,2026-01-15,100000,100,100000,2,51.47706604003906,11.847023783251643,0.73443603515625,51.47706604003906,50.74263000488281,434.5147522436238,1647685.0,1020291.0,384.0,136957557.0,1647685.0,2366095.0,64223.0,1966911.0,100000.0,6932603.0,2295622.0,2279406.0,73404.0,2.7143035254290298,1.2030624932949119,69.32603,12.0,30515.0,150.0,931.0,39356939.0,923348.0,100000.0,73.98189048236762
d6f20fbcf9964667a9779d92faa99467,34_7d_50ku_500l_10kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,50000,500,10000,2,30.551841735839844,9.8556318115443,0.7344093322753906,30.551841735839844,29.817432403564453,309.9937408381393,1309588.0,591062.0,384.0,48682613.0,1309588.0,1635829.0,44622.0,1323106.0,50000.0,1825161.0,1825161.0,1825161.0,50000.0,2.727791230012428,2.690052812078924,36.50322,9.0,3585.0,84.0,424.01000000000204,21080790.0,581573.0,10000.0,71.14913139221923
eb0b228abaf14692954d1496741c648e,35_7d_50ku_500l_50kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,50000,500,50000,2,31.022724151611328,10.27304416615516,0.7342147827148438,31.022724151611328,30.288509368896484,301.98180451532164,1313741.0,626525.0,384.0,48682613.0,1313741.0,1635829.0,44714.0,1323106.0,50000.0,1829465.0,1829465.0,1829465.0,50000.0,2.733415289739942,2.698583578494441,36.5893,9.0,9352.0,84.0,430.0,21080790.0,579002.0,50000.0,71.17576049623716
f387123940b74f968d45936eebf1f17d,36_7d_50ku_500l_100kn,completed,7,2026-01-01,2026-01-08,2026-01-01,2026-01-08,50000,500,100000,2,30.859874725341797,10.241702776402235,0.7343788146972656,30.859874725341797,30.12549591064453,301.3158592772835,1291178.0,669638.0,384.0,48682613.0,1291178.0,1635829.0,44493.0,1323106.0,50000.0,1802432.0,1802432.0,1802432.0,50000.0,2.719905320177109,2.6522364360351816,36.04864,9.0,9591.0,82.0,433.0,21080790.0,574634.0,100000.0,70.92276836681168
